icao,name
REO,Rio Airways
REP,Regional Paraguaya
RER,Servicio Aereo Regional Regair
RES,Australian Maritime Safety Authority
REU,Air Austral
REW,Regional Air Express
REX,Ram Air Freight
REY,Aero-Rey
REZ,Cal-West Aviation
RFA,Raleigh Flying Service
RFC,Aero Africa
RFD,Aerotransportes Rafilher
RFF,Russian Federation Air Force
RFI,National Air Traffic Services
RFJ,Royal Falcon
RFL,Interfly
RFR,Royal Air Force
RFS,Rossair
RFT,Scoala Superioara De Aviatie Civila
RFX,J P Hunt Air Carriers
RGA,Royal Ghanaian Airlines
RGC,Servicios Aereos Regiomontanos
RGG,TransRussiaAirlines
RGL,Regional Air Lines
RGM,Rangemile Limited
RGN,Cygnus Air
RGO,Argo
RGP,River State Government of Nigeria
RGR,Region Air
RGS,Renown Aviation
RGT,Airbourne School of Flying
RGY,Regency Airlines
RHA,Robin Hood Aviation
RHC,Redhill Aviation
RHD,Bond Air Services
RHL,Air Archipels
RIA,Rich International Airways
RIC,Richardson's Airway
RID,Ridder Avia
RIF,Aviation Ministry of the Interior of the Russian Federation
RIL,Regional Air
RIM,Rimrock Airlines
RIS,Aeris Gestion
RIT,Asian Spirit
RIU,Riau Airlines
RJA,Royal Jordanian
RJD,Rotana Jet
RJM,Millen Corporation
RJS,Aeroservicios Jet
RJT,RA Jet Aeroservicios
RJZ,Royal Jordanian Air Force
RKA,Air Afrique
RKC,DAS Airlines
RKH,Royal Khmer Airlines
RKM,RAK Airways
RKT,Rotormotion
RKW,Rockwell Collins Avionics
RLA,Airlinair
RLE,Rico Linhas A
RLK,Air Nelson
RLL,Air Leone
RLM,Royal American Airways
RLN,Aero Lanka
RLR,Business Airfreight
RLS,S-Air
RLT,Reliant Airlines
RLU,Rusline
RLV,Real Aviation
RLX,Go2Sky
RLZ,Air Alize
RMA,Rocky Mountain Airways
RMD,Air Amder
RME,Armenian Airlines
RMF,Royal Malaysian Air Force
RMG,Rumugu Air & Space Nigeria
RMI,Point Airlines
RMK,Simrik Airlines
RML,Armenian International Airways
RMO,Arm-Aero
RMP,Servicios De Rampa Y Mostrador
RMS,Tas Aviation
RMT,Ram Aircraft Corporation
RMU,C.S.P.
RMV,Romavia
RMX,Air Max
RNA,Nepal Airlines
RNB,Rosneft-Baltika
RND,Rutland Aviation
RNE,Air Salone
RNG,Ornage Aircraft Leasing
RNM,Aeronem Air Cargo
RNR,Air Cargo Masters
RNS,Ronso
RNV,Armavia
RNX,1Time Airline
RNY,Rainbow Air US
ROA,Reno Air
ROB,ROYAL BRITAIN
ROC,Rocky Mountain Airlines
ROD,Aerodan
ROE,Aeroeste
ROF,Romanian Air Force
ROG,Fundació Rego
ROH,Aero Gen
ROI,Avior Airlines
ROJ,Royal Jet
ROK,National Airlines
ROL,Aeroel Airways
ROM,Aeromar
RON,Nauru Air Corporation
ROO,Aeroitalia
ROP,Royal Oman Police
ROR,Roraima Airways
ROS,Rossair Europe
ROT,Tarom
ROU,Transportes Aereos I.R. Crusoe
ROV,Rover Airways International
ROX,Roblex Aviation
ROY,Conifair Aviation
RPA,Republic Airlines
RPB,AeroRep
RPC,Aerolineas Del Pacifico
RPH,Republic Express Airlines
RPK,Royal Airlines
RPO,Rainbow Air Polynesia
RPS,Global Air Charter
RPX,BAC Express Airlines
RQX,Air Engiadina-BRN
RRA,Royal Rwanda Airlines
RRC,Aero Roca
RRE,Aerotransportes Internacionales De Torreon
RRF,Royal Air Force
RRJ,AirRussia
RRL,Rolls-Royce Limited
RRM,Acvila Air-Romanian Carrier
RRR,Royal Air Force
RRS,Boscombe Down DERA (Formation)
RRT,Transportes Aereos Sierra
RRU,Cirrus
RRV,Mombasa Air Safari
RRY,Tbilisi Aviation University
RRZ,Rollright Aviation
RSA,Elisra Airlines
RSB,Rubystar
RSC,Aerolineas Ejecutivas Tarascas
RSD,Russia State Transport
RSE,SNAS Aviation
RSF,Royal Saudi Air Force
RSH,Air Sahara
RSI,Air Sunshine
RSJ,RusJet
RSK,DSWA
RSL,Rio Sul Servi
RSM,Air Somalia
RSN,Royal Swazi National Airways
RSO,Aero Asia International
RSP,Jet Suite
RSQ,International SOS WIndhoek
RSR,Aero-Service
RSS,Rossair
RST,Resort Air
RSU,Aerosur
RSV,Red Sky Ventures
RSY,I-Fly
RTE,Aeronorte
RTH,Artis
RTL,Rheintalflug
RTM,Trans Am Compania
RTN,Raytheon Aircraft Company
RTO,Arhabaev Tourism Airlines
RTQ,Air Turquoise
RTR,Rotatur
RTS,Relief Transport Services
RTU,Aerotucan
RTV,Nortavia
RUA,Rwanda Airlines
RUC,Rutas Aereas
RUD,Air Anastasia
RUE,Rainbow Air Euro
RUH,Rusich-T
RUM,Air Rum
RUN,ACT Havayollari
RUR,Rusaero
RUS,Cirrus Airlines
RUZ,Rusuertol
RVC,Richards Aviation
RVE,Airventure
RVI,Aero Servicios
RVL,Airvallee
RVM,River Ministries Air Charter
RVN,Raven Air
RVP,Air VIP
RVR,Raven Air
RVT,Aircompany Veteran
RVV,Reeve Aleutian Airways
RWA,Rwanda Airways
RWB,Alliance Express Rwanda
RWC,Arrow Ecuador Arrowec
RWD,Rwandair Express
RWE,Royal West Airlines
RWG,C&M Airways
RWL,RWL Luftfahrtgesellschaft
RWS,Air Whitsunday
RWW,Fly Europa
RWY,Aerogroup 98 Limited
RWZ,Red Wings
RXA,Regional Express
RXP,Royal Aviation Express
RXR,REXAIR VIRTUEL
RXT,Aeroxtra
RXX,Express Air Charter
RYA,Ryan Air Services
RYB,Royal Bahrain Airlines
RYL,Royal Aruban Airline
RYN,Ryan International Airlines
RYR,Ryanair
RYS,Royal Sky
RYT,Raya Jet
RYZ,Ryazan State Air Enterprise
RZA,Jet Fighter Flights
RZL,Aero Zambia
RZN,Aero Zano
RZO,SATA International
RZR,Zephyr Express
RZV,Z-Avia
RZZ,Anoka Air Charter
SAA,South African Airways
SAB,Sky Way Air
SAC,SASCO Airlines
SAE,SOCHI AIR EXPRESS
SAF,Republic of Singapore Air Force
SAG,SOS Flygambulans
SAH,Sayakhat Airlines
SAI,Shaheen Air International
SAJ,Golden Eagle Air Services (FAA)
SAK,Red Arrows Display Squadron
SAL,Spike Airlines
SAM,SAM Colombia
SAN,Servicios Aereos Nacionales (SAN)
SAO,Sahel Aviation Service
SAP,Avia Jaynar
SAQ,Springbank Aviation
SAS,Scandinavian Airlines System
SAT,SATA Air Acores
SAU,United Aviation Services
SAV,Samal Air
SAW,Sham Wing Airlines
SAX,Sabah Air
SAY,ScotAirways
SAZ,Swiss Air-Ambulance
SBA,STA-MALI
SBB,Steinman Aviation
SBC,Emoyeni Air Charter
SBD,Snowbird Airlines
SBF,Seven Bar Flying Service
SBG,Sabre Incorporated
SBH,Aerosaab
SBI,S7 Airlines
SBJ,Trans Sahara Air
SBK,Air Srpska
SBL,Sobel Airlines of Ghana
SBM,Sky Bahamas
SBO,Stabo Air
SBQ,Smithkline Beacham Clinical Labs
SBR,Saber Aviation
SBS,Seaborne Airlines
SBT,Taftan Airlines
SBU,Saint Barth Commuter
SBX,North Star Air Cargo
SBZ,Scibe Airlift
SCA,South Central Air
SCC,Seacoast Airlines
SCD,Associated Aviation
SCE,Scenic Airlines
SCF,Socofer
SCH,CHC Airways
SCI,Servicios Aereos San Cristobal
SCJ,Business Jet Sweden
SCK,Sky Cam
SCL,Switfair Cargo
SCM,American Jet International
SCN,South American Airlines
SCO,Scoot
SCP,Scorpio
SCR,Si-Chang Flying Service
SCS,South African Non Scheduled Airways
SCT,SAAB-Aircraft
SCU,Air Scorpio
SCV,Servicios Aereos Del Centro
SCW,Malmo Aviation
SCX,Sun Country Airlines
SDA,St. Andrews Airways
SDB,Sukhoi Design Bureau Company
SDC,Sunrise Airlines
SDD,Skymaster Air Taxi
SDF,Sundorph Aeronautical Corporation
SDH,Servicio De Helicopteros
SDI,San Dima Air
SDJ,Club 328
SDK,SADELCA - Sociedad Aerea Del Caqueta
SDL,Skydrift
SDM,Rossiya-Russian Airlines
SDN,Spirit of Africa Airlines
SDO,Air Santo Domingo
SDP,Aero Sudpacifico
SDR,City Airline
SDS,United Kingdom Civil Aviation Authority
SDU,Sud Airlines
SDV,Servicios Aereos Del Vaupes
SDX,Servicio Tecnico Aero De Mexico
SDY,Island Express
SDZ,Sudan Pezetel for Aviation
SEA,Southeast Air
SEB,Servicios Aereos Luce
SEC,3D Aviation
SED,Sedona Air Center
SEE,Shaheen Air Cargo
SEF,Aero Servicios Ejecutivas Del Pacifico
SEG,Eagle International
SEH,Sky Express
SEI,Transportes Aereos Sierra Madre
SEJ,Spicejet
SEK,Skyjet
SEL,Sentel Corporation
SEM,Cape Central Airways
SEN,Sevenair
SEO,Selcon Airlines
SEQ,Sky Eyes
SER,Aero California
SES,Servicio Aereo Saltillo
SET,SAETA
SEU,XL Airways France
SEV,Serair Transworld Press
SEY,Air Seychelles
SFA,SEFA
SFB,Air Sofia
SFC,Shuswap Flight Centre
SFE,Sefofane Air Charters
SFF,Safewings Aviation Company
SFG,Sun Freight Logistics
SFJ,Star Flyer
SFL,Southflight Aviation
SFM,A-Safar Air Services
SFN,Safiran Airlines
SFP,Safe Air
SFR,Safair
SFS,Southern Frontier Air Transport
SFT,Skyfreight
SFU,Solent Flight
SFX,S.K. Logistics
SFY,Gulf Flite Center
SGA,Air Saigon
SGB,Sky King
SGC,Southern Right Air Charter
SGD,Sky Gate International Aviation
SGF,STAC Swiss Government Flights
SGG,Senegal Airlines
SGH,Servisair
SGI,Servicios Aereos Agricolas
SGK,Skyward Aviation
SGM,Sky Aircraft Service
SGN,Siam GA
SGP,Sagolair Transportes Ejecutivos
SGR,Eastwind Airlines
SGS,Saskatchewan Government Executive Air Service
SGT,Skygate
SGU,Samgau
SGV,Aerosegovia
SGX,Saga Airlines
SGY,Skagway Air Service
SHA,Sharp Airlines
SHB,Shabair
SHC,Sky Harbor Air Service
SHD,Sahara Airlines
SHE,Shell Aircraft
SHF,Royal Air Force
SHG,Shoprite Group
SHH,Airshare Holdings
SHI,Seoul Air International
SHJ,Sharjah Ruler's Flight
SHK,Shorouk Air
SHL,Samson Aviation
SHM,Sheltam Aviation
SHN,Shaheen Airport Services
SHO,Sheremetyevo-Cargo
SHP,Service Aerien Francais
SHQ,Shanghai Airlines Cargo
SHR,Shooter Air Courier
SHS,Shura Air Transport Services
SHT,British Airways Shuttle
SHU,Sakhalinskie Aviatrassy (SAT)
SHV,Shavano Air
SHW,Shawnee Airline
SHX,Slim Aviation Services
SHY,Sky Airlines
SIA,Singapore Airlines
SIB,Sibaviatrans
SIE,Sierra Express
SIH,Skynet Airlines
SII,Aero Servicios Ejecutivos Internacionales
SIJ,Seco International
SIL,Servicios Aeronauticos Integrales
SIM,Star Air
SIO,Sirio
SIP,Air Spirit
SIR,Salair
SIS,Saber Airlines
SIT,SITA
SIV,Slovenian Armed Forces
SIW,Sirio Executive
SIY,Aerosiyusa
SIZ,Aero Silza
SJA,Servicios Aereos Especiales De Jalisco
SJC,Servicios Ejecutivos Continental
SJE,Sunair 2001
SJJ,Spirit Aviation
SJL,Servicios Especiales Del Pacifico Jalisco
SJM,Svyaz Rossiya
SJN,Air San Juan
SJO,Spring Airlines Japan
SJS,Southjet
SJT,Swiss Jet
SJU,Skyjet Airlines
SJY,Sriwijaya Air
SKA,Rio Air Express
SKB,Skybus Airlines
SKC,Skymaster Air Lines
SKD,Sky Harbor Air Service
SKE,Sky Tours
SKF,Skycraft
SKG,Skycraft Air Transport
SKH,British Sky Broadcasting
SKI,Skyking
SKK,Skylink Aviation
SKL,Skycharter (Malton)
SKM,Fayetteville Flying Service and Scheduled Skyways System
SKN,Skyline Aviation Services
SKO,Scottish Airways Flyers
SKP,Aero-North Aviation Services
SKQ,Labcorp
SKR,Skyscapes Air Charters
SKS,Sky Service
SKT,Skystar Airways
SKU,Sky Airline
SKV,Sky Regional
SKW,SkyWest
SKX,Skyways Express
SKY,Skymark Airlines
SKZ,Skyway Enterprises
SLA,Sierra National Airlines
SLB,Slok Air
SLC,Salsa d\\'Haiti
SLD,Silver Air
SLE,Streamline
SLF,Starfly
SLG,Saskatchewan Government
SLH,Silverhawk Aviation
SLI,Aerolitoral
SLK,SilkAir
SLL,Slovak Airlines
SLM,Surinam Airways
SLN,Sloane Aviation
SLO,Edgartown Air
SLP,Salpa Aviation
SLS,Servicios Aereos Slainte
SLU,Avio Sluzba
SLV,Stella Aviation
SLW,Salama Airlines Nigeria
SLX,Sete Linhas Aereas
SLY,Sky Line for Air Services
SLZ,Super Luza
SMA,SMA Airlines
SMC,Sabang Merauke Raya Air Charter
SMD,Servicios Aereos La Marquesa
SME,Semos
SMF,Smalandsflyg
SMG,RAF St Mawgan Search and Rescue
SMH,Smithair
SMI,Aero Sami
SMJ,Avient Aviation
SMK,Semeyavia
SML,Smith Air (1976)
SMM,Summit Airlines
SMQ,Samar Air
SMR,Somon Air
SMS,Linhas Aereas Santomenses
SMT,Skyline
SMW,Carpatair Flight Training
SMX,Alitalia Express
SMY,Sama Airlines
SMZ,RAF Scampton
SNA,Senator Aviation Charter
SNB,Sterling Airlines
SNC,Air Cargo Carriers
SND,Air Samarkand
SNE,Servicios Aereos De Nicaragua (SANSA)
SNF,Shans Air
SNG,Air Senegal International
SNH,Senair Services
SNI,Savanah Airlines
SNJ,Skynet Asia Airways
SNK,Southeast Airlines (Sun Jet International)
SNL,Soonair Lines
SNM,Servizi Aerei
SNO,Delta Air Charter
SNP,Sun Pacific International
SNQ,Sun Quest Executive Air Charter
SNS,Societe Centrafricaine De Transport Aerien
SNT,Suncoast Aviation
SNU,Snunit Aviation
SNV,Sudanese States Aviation
SNW,Sun West Airlines
SNX,Sun Air Aviation Services
SNY,Air Sandy
SOA,Southern Air Charter
SOB,Stabo Freight
SOC,Southern Cargo Air Lines
SOD,Aerolineas Sol
SOE,Air Soleil
SOG,Aero Soga
SOH,Southern Ohio Aviation Sales
SOI,Southern Aviation
SOL,Solomon Airlines
SOM,Somali Airlines
SON,Sunshine Air Tours
SOO,Southern Air
SOP,Solinair
SOR,Sonair Servico Aereo
SOT,Southeast Correct Craft
SOU,Southern Airways
SOV,Saratov Aviation Division
SOW,Sowind Air
SOX,Solid Air
SOY,Island Aviation
SOZ,Sat Airlines
SPA,Sierra Pacific Airlines
SPB,Springbok Classic Air
SPC,Skyworld Airlines
SPD,Airspeed Aviation
SPE,Sprague Electric Company
SPF,Space World Airline
SPG,Springdale Air Service
SPH,Sapphire Executive Air
SPI,South Pacific Island Airways
SPJ,Air Service
SPK,Diamond Aviation
SPL,Servicios Corporativos Aereos De La Laguna
SPM,Air Saint Pierre
SPN,Skorpion Air
SPO,Aeroservicios Ejecutivos Del Pacifico
SPP,Sapphire Aviation
SPQ,Servicios Aereos Palenque
SPR,Provincial Airlines
SPS,SPASA
SPT,Speed Aviation
SPU,Southeast Airmotive
SPV,Servicios Privados De Aviacion
SPW,Speedwings
SPX,Service People Gesselschaft fur Charter und Service
SPY,Asian Aerospace Service
SPZ,Airworld
SQA,Slovak National Aeroclub
SQC,Singapore Airlines Cargo
SQF,Slovak Air Force
SQH,SeaPort Airlines
SQL,Servicos De Alquiler
SQR,Alsaqer Aviation
SRA,Sair Aviation
SRB,Solar Air
SRC,Searca
SRD,Search and Rescue 22
SRF,Transportes Aereos San Rafael
SRG,Search and Rescue 202
SRH,Siem Reap Airways
SRI,Air Safaris and Services
SRJ,C Air Jet Airlines
SRK,Sky Work Airlines
SRL,Swedline Express
SRN,Sprintair
SRO,Servicios Aereos Ejecutivos Saereo
SRP,Polizeihubschrafterstaffel Rheinland-Pfalz
SRQ,South East Asian Airlines
SRR,Star Air
SRS,Selkirk Remote Sensing
SRT,Trans Asian Airlines
SRU,Star Up
SRV,Aero Servicio Corporativo
SRW,Sarit Airlines
SRX,Sierra Expressway Airlines
SRY,ViaAir
SRZ,Strato Air Services
SSA,All America US
SSB,Sasair
SSC,Southern Seaplane
SSD,Star Service International
SSE,Servicios Aereos Sunset
SSF,Severstal
SSG,Slovak Government Flying Service
SSH,Heritiage Flight (Valley Air Services)
SSI,Vision Airlines
SSK,Skystar International
SSL,Air Sultan
SSM,Aero 1 Pro-Jet
SSN,Airquarius Air Charter
SSO,Special Scope Limited
SSP,Starspeed
SSQ,Sunstate Airlines
SSS,SAESA
SST,Sunwest Airlines
SSU,SASCA
SSV,Skyservice Airlines
SSW,Streamline Aviation
SSX,Lynx Aviation (L3/SSX)
SSY,Sky Aviation
SSZ,Specsavers Aviation
STA,Star Aviation
STB,Status-Alpha Airline
STC,Stadium City Limited
STD,Servicios De Aerotransportacion De Aguascalientes
STE,Semitool Europe
STF,SFT-Sudanese Flight
STG,Sedalia
STH,South-Airlines
STI,Sontair
STJ,Sella Aviation
STK,Aeropac
STL,Stapleford Flight Centre
STN,RAF St Athan
STO,Streamline Ops
STP,STP Airways
STQ,Star Air
STR,Red Star
STS,Starling Airlines Spain
STT,Air St. Thomas
STU,Servicios de Transportes A
STV,Southern Aviation
STW,South West Air Corporation
STX,Stars Away Aviation
STY,Styrian Airways
SUA,Silesia Air
SUB,Suburban Air Freight
SUD,Sudan Airways
SUE,Aerolineas Del Sureste
SUF,Sun Air (Fiji)
SUG,Sunu Air
SUH,Sun Light
SUI,Swiss Air Force
SUK,Superior Aviation Services
SUM,State Unitary Air Enterprise
SUN,Antillana De Navegacion Aerea
SUO,Aeroservicios De San Luis
SUP,Aerosuper
SUR,Sun Air
SUS,Sun Air of Scandinavia
SUT,Sistemas Aeronauuticos 2000
SUU,Star West Aviation
SUV,Sundance Air
SUW,Interavia Airlines
SUY,Aerial Surveys (1980) Limited
SVA,Saudi Arabian Airlines
SVD,St. Vincent Grenadines Air (1990)
SVE,Aero Servicios Expecializados
SVF,Swedish Armed Forces
SVG,SVG Air
SVH,Sterling Helicopters
SVI,Servicios De Transporte Aereo
SVJ,Silver Air
SVK,Air Slovakia
SVL,Sevastopol-Avia
SVM,Aeroservicios Monterrey
SVN,Savanair (Angola)
SVO,Servicios Aeronauticos De Oriente
SVR,Ural Airlines
SVS,Servicios Aereos Saar
SVT,Seven Four Eight Air Services
SVW,Global Jet Luxembourg
SVX,Security Aviation
SVY,Cooper Aerial Surveys
SWA,Southwest Airlines
SWB,Swissboogie Parapro
SWC,South West Air
SWD,Southern Winds Airlines
SWE,Swedeways
SWF,Galair International
SWG,Sunwing Airlines
SWH,Adler Aviation
SWI,Sunworld Airlines
SWJ,Stateswest Airlines
SWK,General Aerospace
SWL,Trans Jet Airways
SWM,Sky Angkor Airlines (ZA)
SWN,West Air Sweden
SWO,Surninam International Victory Airline
SWP,Star Work Sky
SWQ,Swift Air (Interstate Equipment Leasing)
SWR,Swiss International Air Lines
SWS,Sunwest Aviation (Lindquist Investment)
SWT,Swiftair
SWU,Swiss European Air Lines
SWV,Swe Fly
SWW,Shovkoviy Shlyah
SWX,Swazi Express Airways
SWY,Sky Jet
SWZ,Servair
SXA,Southern Cross Aviation
SXC,Sky Exec Aviation Services
SXE,Southeast Express Airlines
SXM,Servicios Aereos Sepecializados Mexicanos
SXP,Sky Express
SXR,Sky Express
SXS,SunExpress
SXT,Servicios De Taxi Aereo
SXX,Satellite Aero
SXY,Safari Express Cargo
SYA,Skyways
SYC,Systec 2000
SYE,Sheba Aviation
SYF,Sky One Express Airlines
SYG,Synergy Aviation
SYI,Sonalysts
SYJ,Slate Falls Airways
SYK,Satsair
SYL,Aircompany Yakutia
SYN,Syncrude Canada
SYR,Syrian Arab Airlines
SYS,Shawbury Flying Training Unit
SYT,Aerosud Aviation
SYV,Special Aviation Systems
SYX,Skywalk Airlines
SYY,South African Historic Flight
SZA,Aerolineas De El Salvador
SZB,Aerolineas heredas santa maria
SZL,Swaziland Airlink
SZT,Servicios Aeronauticos Z
SZZ,SUR Lineas Aereas
TAA,Aeroservicios de La Costa
TAC,Turbot Air Cargo
TAD,Tranporte Aereo Dominicano
TAE,TAME
TAG,TAG Aviation USA
TAH,Air Moorea
TAJ,Tunisavia
TAK,Tatarstan Airlines
TAL,Talair
TAM,TAM Brazilian Airlines
TAN,Zanair
TAO,Aeromar
TAP,TAP Portugal
TAQ,Taunus Air Gmbh
TAR,Tunisair
TAS,Lotus Air
TAT,Grupo TACA
TAU,Transportes Aereos Tauro
TAV,Compania de Servicios Aereos Tavisa
TAX,Travelair
TAY,TNT Airways
TBA,Transbrasil
TBC,Turbine Air Cargo UK
TBD,Thunderbird Tours
TBG,Tropical Airways
TBH,Trinity Air Bahamas
TBI,TAB Express International
TBL,Aerotrebol
TBM,Taban Air Lines
TBN,Teebah Airlines
TBO,Aero Taxi de Los Cabos
TBR,Tubelair
TBS,Servicios Aereos Tribasa
TBX,Tobago Express
TBZ,TrasBrasil
TCA,Tropican Air Services
TCB,Transporte del Caribe
TCC,Trans Continental Airlines
TCD,Tchad Airlines
TCE,Trans-Colorado Airlines
TCF,Shuttle America
TCG,Thai Air Cargo
TCH,Transcontinental Air
TCI,Air Turks and Caicos
TCL,Coastal Air Transport
TCM,Teledyne Continental Motors
TCN,Trans Continental Airlines
TCO,Aerotranscolombina de Carga
TCP,Transcorp Airways
TCR,Lanaes Aereas Trans Costa Rica
TCT,Transcontinental Sur
TCU,Transglobal Airways Corporation
TCV,TACV
TCW,Thomas Cook Airlines
TCX,Thomas Cook Airlines
TCY,Twin Cities Air Service
TDA,TDA Toa Domestic Airlines
TDB,Welch Aviation
TDC,Tadair
TDE,Tellavia / Flight One
TDG,Air Cargo Express
TDI,Transportes Aereos de Ixtlan
TDK,Transavia Denmark
TDM,Tandem Aero
TDO,TRADO
TDR,Trade Air
TDT,Atlas Helicopters
TDV,Taxi Aero Nacional Del Evora
TDX,Tradewinds Airlines
TDY,Air Today
TEA,Executive Turbine Aviation
TEB,Tenir Airlines
TED,Aero Servicios Azteca
TEE,West Freugh DTEO
TEF,Tecnicas Fotograficas
TEH,Tempelhof Airways
TEL,Telford Aviation
TEM,Tech-Mont Helicopter Company
TEN,Tennessee Airways
TEP,Transeuropean Airlines
TER,Territorial Airlines
TES,TAES Transportes Aereos de El Salvador
TET,Tepavia-Trans Airlines
TEX,Catex
TEZ,Tez Jet Airlines
TFA,Trans-Florida Airlines
TFB,Tair Airways
TFF,Talon Air
TFG,MAS Airways
TFH,Thai Flying Helicopter Service
TFI,Transport Facilitators
TFK,Transafrik International
TFL,Arkefly
TFN,Norwegian Aviation College
TFO,Transportes Aereos del Pacifico
TFT,Thai Flying Service
TFU,213 Flight Unit
TFY,Tayside Aviation
TGA,Air Togo
TGC,TG Aviation
TGE,Trabajos Aereos
TGI,Transportes Aereos Regionales
TGM,TAG Aviation Espana
TGN,Trigana Air Service
TGO,Transport Canada
TGT,SAAB Nyge Aero
TGW,Tiger Airways
TGX,Transair Gabon]
TGY,Trans Guyana Airways
TGZ,Georgian Airways
THA,Thai Airways International
THB,Spark Air
THC,Tar Heel Aviation
THD,611897 Alberta Limited
THE,Toumai Air Tchad
THF,Touraine Helicoptere
THG,Thai Global Airline
THI,TransHolding
THJ,Thai Jet Intergroup
THK,Turk Hava Kurumu Hava Taksi Isletmesi
THM,Airmark Aviation
THN,International Security Assistance Force
THO,TACA De Honduras
THR,Tehran Airline
THS,TransBrasil Airlines
THT,Air Tahiti Nui
THU,Thunder Airlines
THY,Turkish Airlines
THZ,Trans Helicoptere Service
TIA,Trans International Airlines
TIB,TRIP Linhas A
TIC,Travel International Air Charters
TIE,Time Air
TIH,S C Ion Tiriac
TIK,Tic Air
TIL,Tajikistan International Airlines
TIM,TEAM Transportes Aereos
TIN,Taino Tours
TIP,C and M Aviation
TIR,Antair
TIS,Tesis
TIW,Transcarga Intl Airways
TJA,T.J. Air
TJK,Tajikair
TJN,Tien-Shan
TJS,Tyrolean Jet Service
TJT,Twin Jet
TKC,Tikal Jets Airlines
TKE,Take Air Line
TKR,Canadian Interagency Forest Fire Centre
TKS,Tomsk-Avia
TKX,Tropical International Airways
TKY,Thai Sky Airlines
TLA,Translift Airways
TLB,Atlantique Air Assistance
TLC,Caribbean Express
TLD,Aero Taxi Autlan
TLE,Aero Util
TLF,Transport Africa
TLL,Trans Atlantic Airlines
TLM,Tramm Airlines
TLO,Eagle Canyon Airlines
TLP,Tulip Air
TLR,Air Libya Tibesti
TLS,TLC Air
TLT,Turtle Airways
TLU,Aero Toluca Internactional
TLV,Travelair
TLW,Teamline Air
TLX,Telesis Transair
TLY,Top-Fly
TMA,Trans Mediterranean Airlines
TMD,Transmed Airlines
TME,Aero Taxi del Centro de Mexico
TMG,Tri-MG Intra Asia Airlines
TMH,Taxis Turisticos Marakame
TMI,Tamir Airways
TMK,Tomahawk Airways
TML,TAM
TMM,TMC Airlines
TMP,Arizona Express Airlines
TMQ,TRAM
TMR,Timberline Air
TMS,Temsco Helicopters
TMT,Trans Midwest Airlines
TMW,Trans Maldivian Airways
TMX,Tramon Air
TMY,Transportes Aereos del Mundo Maya
TMZ,Tranporte Amazonair
TNA,TransAsia Airways
TNB,Trans Air-Benin
TNC,National Aviation Consultants
TND,Aero Taxis Cessna
TNE,Taxis Aereos del Noroeste
TNF,Transafricaine
TNG,Tennessee Air National Guard 164th Airlift Group
TNI,Transair International Linhas Aereas
TNL,Tengeriyn Ulaach Shine
TNM,Tiara Air
TNO,Aerotransporte de Carga Union
TNP,Transped Aviation
TNR,Tanana Air Services
TNS,Transilvania
TNT,Trans North Turbo Air
TNU,TransNusa Air
TNV,Transnorthern
TNW,Trans Nation Airways
TNX,Trener Ltd
TNY,Twin Town Leasing Company
TOB,Tobruk Air
TOC,Aerotropical
TOF,RAF Topcliffe Flying Training Unit
TOH,Air Tomisko
TOJ,TOJ Airlines
TOK,Airlines PNG
TOL,Tol-Air Services
TOM,Thomsonfly
TON,Aero Tanala
TOP,Top Air
TOR,Toronto Airways
TOS,Tropic Air
TOT,Totavia
TOW,Tower Air
TOX,Neosiam Airways
TOY,Toyota Canada
TPA,TAMPA
TPB,Aero Tropical
TPC,Air Cal
TPD,Top Speed
TPF,Taxis Aereos del Pacifico
TPG,Transportes Aereos Pegaso
TPK,Air Horizon
TPL,TAR Interpilot
TPM,Transpais Aereo
TPN,Transportacion Aerea del Norte
TPO,Aero Taxi del Potosi
TPP,Transpac Express
TPR,Taxis Aereos De Parral
TPS,TAPSA Transportes Aereos Petroleros
TPT,Transportes Aereo del Sureste
TPU,Trans American Airlines (Trans Am)
TPV,Thai Pacific Airlines Business
TPX,Transportes Aereos De Xalapa
TPY,Trans-Provincial Airlines
TPZ,Transportes La Paz
TQF,United Kingdom Royal VIP Flights
TQM,JM Family Aviation
TQN,Taquan Air Services
TQR,Transportacion Aerea De Queretaro
TQS,Aeroturquesa
TRA,Transavia Holland
TRB,Ukraine Transavia
TRC,Trans Air Charter
TRD,Trans Island Air
TRF,Taxi Air Fret
TRG,TRAGSA (Medios Aereos)
TRH,Airmark Aviation
TRI,Executive Flight Operations Ontario Government
TRJ,Trans Euro Air
TRK,Turkuaz Airlines
TRL,Starlite Aviation
TRM,Transport Aerien de Mauritanie
TRN,Servicios Aereos Corporativos
TRO,Tropic Airlines-Air Molokai
TRP,Maryland State Police
TRQ,Turdus Airways
TRR,Tramson Limited
TRS,AirTran Airways
TRT,Trans Arabian Air Transport
TRU,Triangle Airline (Uganda)
TRW,Transwestern Airlines of Utah
TRY,Tristar Airlines
TRZ,TransMeridian Airlines
TSA,Transair France
TSC,Air Transat
TSD,TAF-Linhas Aereas
TSE,Transmile Air Services
TSG,Trans-Air-Congo
TSH,Regional 1
TSI,Transport'air
TSJ,Trast Aero
TSK,Trast Aero
TSL,Thai Aviation Services
TSM,Trans Sayegh Airport Services
TSN,Trans-Air Services
TSO,Transaero Airlines
TSP,Transportes Aereos Inter
TSQ,airtransse
